event_id,latitude,longitude,event_date,trigger,category,landslide_occurrence,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day
3965,24.808,93.117,2011-09-06,rain,landslide,1,0.0,0.0,0.4,1.8,11.2,39.3,84.1
6106,26.1407,91.7645,2014-06-26,continuous_rain,landslide,1,2.5,8.5,15.5,22.9,27.8,36.6,216.0
7838,23.6866,93.017,2015-08-27,downpour,landslide,1,1.6,3.4,4.3,5.9,16.6,33.9,90.3
1092,26.74452462,88.40011959,2009-08-16,downpour,landslide,1,1.0,2.7,5.3,15.0,27.0,144.8,209.1
7035,25.4243,88.2746,2015-06-30,downpour,landslide,1,0.7,0.8,0.8,5.2,5.3,37.7,80.3
1111,27.1344,88.4575,2009-08-20,downpour,landslide,1,0.9,3.6,9.3,12.4,24.5,146.9,499.8
2044,25.8877,94.7861,2010-07-06,monsoon,mudslide,1,0.4,0.9,1.8,3.2,4.2,39.2,90.7
6969,25.5114,90.215,2015-06-16,downpour,landslide,1,0.0,0.1,2.0,5.4,13.4,58.3,286.8
2587,25.6623,94.1072,2010-10-10,downpour,landslide,1,0.0,0.0,0.0,0.3,6.0,58.6,99.5
8684,25.9611,91.3681,2016-07-07,continuous_rain,landslide,1,6.7,13.9,26.3,35.3,77.7,190.7,397.0
1596,24.7339,93.9161,2010-03-27,downpour,mudslide,1,0.0,0.0,0.4,2.4,2.4,2.4,2.4
1771,26.1978,91.7665,2010-04-20,downpour,landslide,1,0.4,1.4,6.0,16.6,23.5,96.2,133.3
7364,24.819,94.3551,2015-07-31,continuous_rain,landslide,1,3.1,10.2,19.3,35.5,69.4,147.0,269.9
3680,22.344,91.8161,2011-07-01,downpour,landslide,1,2.5,6.8,11.2,14.7,24.3,107.0,261.3
10007,26.19037705,91.77306002,2017-07-10,continuous_rain,landslide,1,1.0,3.1,8.7,15.7,24.3,89.6,241.9
6968,25.463,92.2121,2015-06-13,continuous_rain,landslide,1,1.7,10.6,27.2,58.3,163.0,334.4,391.0
7373,24.9111,94.4759,2015-08-01,continuous_rain,landslide,1,1.8,5.4,7.7,18.8,58.8,155.4,244.8
4570,27.8458,95.2253,2012-09-19,downpour,landslide,1,2.8,5.0,6.7,9.9,25.7,81.1,198.5
1935,23.8986,91.7599,2010-06-03,downpour,landslide,1,0.3,1.4,1.9,3.1,4.6,19.6,130.3
7276,26.1062,91.8717,2015-07-25,continuous_rain,landslide,1,0.0,0.0,0.0,5.7,17.1,171.4,314.0
10008,26.7973,88.1389,2016-08-09,continuous_rain,landslide,1,0.0,0.0,0.0,0.0,2.5,35.4,63.8
2577,25.5265,93.8673,2010-10-09,downpour,landslide,1,1.3,5.5,10.4,17.2,27.9,64.1,83.4
1102,27.2644,88.1365,2009-08-19,downpour,landslide,1,1.4,4.2,6.0,17.2,33.7,153.1,349.1
2576,25.4788,94.1399,2010-10-09,downpour,landslide,1,1.5,6.1,9.8,15.7,25.0,69.3,93.0
1056,27.04,88.264,2009-07-22,downpour,landslide,1,0.7,1.7,2.7,5.2,5.9,19.1,85.5
6124,25.6157,96.3167,2014-07-04,rain,landslide,1,0.6,2.2,4.2,8.9,17.8,68.7,184.4
4858,26.1662,91.7138,2013-05-11,rain,landslide,1,0.1,0.1,0.5,12.2,13.0,44.3,69.4
6293,25.5006,90.0896,2014-10-20,rain,landslide,1,0.0,0.0,0.0,0.1,0.3,0.3,11.5
5269,25.8376,94.5234,2013-08-04,continuous_rain,landslide,1,0.0,0.0,0.0,1.1,1.2,18.7,23.2
5270,26.0481,94.4619,2013-08-04,continuous_rain,landslide,1,0.0,0.0,0.0,0.7,1.3,21.3,33.5
6284,26.1324,91.8342,2014-09-22,rain,landslide,1,0.4,0.4,0.5,9.3,20.9,106.7,129.1
4743,22.6205,91.6591,2013-01-30,rain,landslide,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6146,27.059,88.4694,2014-07-15,rain,landslide,1,0.7,2.4,2.4,3.4,15.0,25.8,83.4
4394,27.1748,88.6458,2012-06-07,rain,landslide,1,0.1,0.1,0.4,0.4,1.8,4.7,101.9
7699,26.0214,94.5224,2015-08-19,continuous_rain,landslide,1,0.0,0.2,0.9,3.2,10.3,29.9,62.2
9251,25.8702,94.7844,2016-07-28,downpour,landslide,1,0.0,0.0,0.7,2.3,3.6,13.9,102.2
7664,24.7459,93.4251,2015-08-11,continuous_rain,landslide,1,0.0,0.0,0.0,2.6,11.3,34.3,94.9
3816,27.5003,90.5081,2011-07-21,downpour,landslide,1,0.0,0.5,1.7,6.0,8.7,151.2,308.5
1088,26.8867642,88.28044714,2009-08-16,downpour,landslide,1,3.5,9.7,12.6,17.5,26.5,122.7,205.1
10972,26.191688,91.810079,2016-12-15,unknown,landslide,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9404,28.0822,96.5316,2016-05-01,downpour,landslide,1,0.3,0.8,2.1,4.3,5.5,38.4,123.4
7589,25.2568,92.3825,2015-08-19,rain,landslide,1,3.4,10.0,16.7,27.8,57.0,120.7,187.4
7283,22.4254,91.8022,2015-07-26,continuous_rain,landslide,1,5.7,16.8,29.0,69.7,168.8,255.4,313.9
7887,27.8835,96.9262,2015-08-16,continuous_rain,landslide,1,0.4,0.7,1.3,6.2,11.8,26.2,53.6
6287,26.1295,91.7056,2014-09-22,rain,landslide,1,0.4,0.4,0.5,9.3,20.9,106.7,129.1
2296,27.167,88.3652,2010-08-20,downpour,complex,1,0.1,0.5,1.9,3.8,28.3,99.2,265.2
9309,25.6127,96.2961,2016-05-23,downpour,landslide,1,0.0,0.0,0.0,0.4,3.4,96.9,132.6
2304,25.5718,94.1211,2010-08-21,downpour,landslide,1,0.0,1.6,2.7,4.2,4.9,33.8,68.5
5273,26.1807,94.5497,2013-08-04,monsoon,landslide,1,0.0,0.0,0.0,3.1,3.8,27.3,67.3
7023,22.0104,91.9538,2015-06-01,mining,landslide,1,0.0,0.0,0.0,0.6,1.0,4.8,8.1
8995,26.1963,91.8074,2016-07-14,monsoon,landslide,1,0.2,0.2,0.2,6.7,10.0,46.2,133.7
1125,27.3746,88.7648,2009-08-26,rain,landslide,1,0.7,5.3,11.3,13.8,16.9,73.0,173.6
7313,24.1077,94.0396,2015-08-01,continuous_rain,landslide,1,0.2,1.4,4.0,53.3,146.5,462.0,618.5
2112,27.5509,88.6475,2010-07-21,downpour,landslide,1,2.9,8.0,19.2,44.2,64.3,143.6,290.3
2567,25.6633,94.4703,2010-10-08,downpour,complex,1,0.9,2.0,3.2,8.7,23.2,50.0,61.0
241,27.201,88.4883,2007-09-07,rain,landslide,1,4.7,9.7,24.4,67.1,86.0,163.1,250.7
3794,26.99195749,88.42280921,2011-07-17,rain,landslide,1,1.1,2.4,3.1,9.0,96.2,182.5,261.2
4392,29.2409,95.9761,2012-06-06,downpour,landslide,1,1.2,3.1,4.5,6.1,26.6,89.9,147.7
6285,26.159,91.8178,2014-09-22,rain,landslide,1,0.4,0.4,0.5,9.3,20.9,106.7,129.1
868,26.3333,91.25,2008-10-29,downpour,landslide,1,0.0,0.0,0.0,0.0,0.0,69.4,69.7
5005,26.72,95.029,2013-07-01,downpour,landslide,1,1.2,7.0,11.5,14.6,33.0,64.0,128.7
3860,25.4192,94.108,2011-07-29,rain,landslide,1,0.0,0.0,0.1,7.8,14.8,39.8,106.0
1032,27.0095,88.2592,2009-05-26,tropical_cyclone,landslide,1,2.2,7.3,14.6,23.3,33.5,54.9,145.4
5476,27.3736,88.7323,2013-09-07,rain,landslide,1,0.2,0.3,0.3,0.3,1.5,48.0,153.2
1127,25.1718,93.123,2009-08-27,downpour,landslide,1,0.0,0.0,0.0,0.5,9.1,21.0,115.7
221,22.6461,88.3403,2007-08-31,rain,landslide,1,0.0,0.0,0.0,1.4,1.7,13.3,43.3
1107,27.0736,88.4779,2009-08-20,continuous_rain,landslide,1,0.9,3.6,9.3,12.4,24.5,146.9,499.8
4549,27.5205,89.7466,2012-09-14,downpour,landslide,1,2.1,4.4,7.1,17.2,34.0,64.5,65.9
2201,27.0366,88.263,2010-08-05,downpour,landslide,1,1.2,3.1,9.0,15.0,18.5,42.5,217.8
5603,25.426,94.6024,2013-10-13,downpour,mudslide,1,0.0,0.0,0.0,0.0,0.0,0.1,28.1
5442,27.1614,93.7525,2013-09-02,downpour,landslide,1,0.2,1.6,2.9,5.8,12.1,33.1,94.7
7933,26.1868,91.6739,2015-09-01,rain,rock_fall,1,0.6,6.1,14.1,59.8,87.3,125.6,216.3
2042,26.0093,94.5238,2010-07-06,monsoon,mudslide,1,0.5,2.0,2.4,3.2,4.4,41.2,119.8
3637,25.51614662,94.2341227,2011-06-21,rain,landslide,1,0.0,1.5,2.6,18.8,20.3,46.9,117.9
6965,27.0257,88.4301,2015-06-17,downpour,landslide,1,0.8,2.5,3.1,3.1,13.3,38.5,87.6
4393,27.7565,88.632,2012-06-07,downpour,landslide,1,0.2,0.3,0.3,0.3,0.5,13.0,27.2
3837,26.5836,93.0038,2011-07-24,downpour,landslide,1,0.3,0.7,1.7,5.7,14.2,90.9,200.5
220,25.1333,93.9667,2007-08-31,rain,landslide,1,0.0,0.0,0.4,4.2,5.1,29.3,127.3
212,25.5576,91.8506,2007-08-26,rain,complex,1,0.0,0.0,0.1,1.2,4.2,25.5,58.6
7372,25.0634,94.3415,2015-07-31,continuous_rain,mudslide,1,3.7,10.0,11.8,24.4,52.0,119.9,183.5
3806,27.1032,93.6884,2011-07-19,downpour,landslide,1,2.5,7.1,13.1,17.1,40.1,83.1,179.1
126,27.1499,88.38,2007-07-16,rain,mudslide,1,0.5,0.8,2.5,4.8,8.2,85.7,286.6
1168,27.1954,88.6115,2009-09-17,rain,landslide,1,0.3,0.6,0.7,4.1,7.6,17.5,117.3
2570,24.837,93.9128,2010-10-08,downpour,landslide,1,0.9,2.5,5.0,10.1,22.6,43.6,49.2
7702,22.2092,92.1868,2015-08-20,rain,landslide,1,3.0,3.9,5.0,9.6,30.1,61.8,90.4
2214,27.0375,88.2627,2010-08-06,downpour,landslide,1,0.3,0.9,2.3,5.8,13.9,42.8,169.1
2026,25.4916,91.2698,2010-06-28,downpour,landslide,1,1.0,8.4,14.4,30.9,82.3,198.6,329.5
3943,27.13862165,88.22551799,2011-08-23,downpour,landslide,1,4.9,18.9,27.1,33.1,35.9,47.1,438.6
714,27.163,94.0,2008-08-14,rain,landslide,1,0.0,0.0,0.0,1.4,8.4,54.0,141.5
247,25.0604,93.9877,2007-09-08,rain,landslide,1,0.2,0.4,1.2,7.4,29.4,108.5,154.8
6110,26.1619,91.7697,2014-06-27,rain,landslide,1,1.4,6.9,16.3,24.3,29.2,37.5,208.9
4407,25.0951,92.3567,2012-06-13,downpour,landslide,1,0.7,2.8,4.0,4.1,7.9,108.1,144.8
239,27.0667,89.5833,2007-09-07,rain,landslide,1,4.7,15.7,29.3,48.4,71.3,153.3,249.2
3789,27.2743,92.9064,2011-07-16,downpour,landslide,1,1.6,1.8,3.0,3.4,69.6,135.2,196.4
9618,26.9343,88.4486,2016-10-15,downpour,rock_fall,1,0.0,0.0,0.0,0.0,4.0,156.8,241.8
9245,25.6226,96.2946,2016-01-25,mining,landslide,1,0.0,0.0,0.0,0.0,0.0,0.7,1.8
6292,25.7238,89.9032,2014-09-23,continuous_rain,landslide,1,1.7,4.4,9.4,14.3,41.9,73.9,103.1
6783,26.8546,88.3373,2012-07-19,monsoon,landslide,1,0.8,3.2,7.0,11.0,60.9,138.2,229.2
545,24.9849,92.8411,2008-05-20,mining,mudslide,1,1.0,3.2,5.3,8.0,24.4,49.6,59.9
2436,24.3069,93.125,2010-09-16,downpour,landslide,1,0.9,2.6,8.9,12.1,21.8,44.2,82.8
7265,25.5007,93.9854,2015-07-22,continuous_rain,landslide,1,1.1,2.0,3.2,10.9,31.4,81.4,179.3
7334,28.1737,94.7596,2015-08-18,unknown,landslide,1,1.6,5.9,10.3,17.7,31.0,114.4,144.9
758,27.05,90.8,2008-08-29,rain,mudslide,1,2.2,5.9,8.9,16.6,40.7,258.1,315.3
7727,25.6263,94.1057,2015-08-20,continuous_rain,landslide,1,0.5,4.2,21.4,38.9,40.9,65.0,92.3
741,22.344,91.8188,2008-08-23,downpour,landslide,1,0.0,0.0,0.0,0.1,0.1,6.2,96.2
6200,27.0869,93.6086,2014-08-17,downpour,landslide,1,0.0,1.5,4.2,6.3,18.1,220.2,356.3
9617,26.888,88.2796,2016-10-15,unknown,landslide,1,0.0,0.0,0.0,0.0,33.0,195.7,327.9
7778,23.8447,93.0514,2015-08-26,continuous_rain,mudslide,1,0.3,0.9,0.9,6.2,7.5,22.0,89.8
6290,25.5772,91.8666,2014-09-23,continuous_rain,landslide,1,12.0,31.6,45.5,66.6,130.4,233.9,281.1
1110,26.88405686,88.28087032,2009-08-20,continuous_rain,landslide,1,4.2,10.0,13.3,62.0,91.4,143.7,358.9
4408,25.5498,92.0757,2012-06-13,downpour,landslide,1,0.0,0.3,0.4,6.7,9.5,32.6,79.0
2140,25.0477,92.801,2010-07-25,downpour,landslide,1,0.0,0.0,1.9,1.9,8.2,34.4,95.5
4403,24.8142,93.5444,2012-06-10,downpour,landslide,1,1.9,2.1,2.4,5.3,6.0,7.3,41.0
5429,27.3425,88.2426,2013-09-01,downpour,landslide,1,0.5,1.8,9.3,28.1,34.1,51.7,126.5
2243,25.70223725,94.04619681,2010-08-13,downpour,landslide,1,0.8,8.9,12.6,13.5,22.7,54.2,87.3
9074,27.1176,88.1069,2016-07-20,downpour,landslide,1,0.5,1.8,2.4,11.3,17.7,334.8,416.8
2554,23.9723,96.8566,2010-10-06,downpour,landslide,1,0.0,0.4,1.5,5.1,13.9,16.6,40.9
9142,26.3185,94.5247,2016-06-14,continuous_rain,landslide,1,0.2,0.4,0.5,13.4,30.9,70.8,224.6
6107,26.1844,91.7896,2014-06-26,continuous_rain,landslide,1,2.5,8.5,15.5,22.9,27.8,36.6,216.0
255,24.2451,94.0691,2007-09-10,rain,landslide,1,0.0,0.2,1.1,1.4,2.1,28.5,119.7
1882,27.21962595,89.5187916,2010-05-20,downpour,landslide,1,0.0,1.2,1.9,10.0,26.8,34.9,38.0
4556,27.1675,88.3651,2012-09-16,downpour,landslide,1,3.2,10.3,17.9,34.9,73.4,218.7,290.3
7660,25.6237,94.1136,2015-08-12,continuous_rain,mudslide,1,0.9,0.9,2.0,3.0,12.2,90.8,181.2
7037,26.8811,88.2779,2015-07-01,downpour,landslide,1,0.2,6.4,10.0,11.7,15.4,53.4,94.6
2437,23.7527,92.694,2010-09-16,downpour,landslide,1,0.3,0.3,0.3,3.8,14.1,41.5,65.3
7389,24.4072,94.0644,2015-08-01,continuous_rain,landslide,1,11.4,36.1,62.9,77.0,140.3,262.6,391.9
7371,23.9939,94.0573,2015-08-01,continuous_rain,landslide,1,3.9,20.7,49.3,79.5,209.3,471.8,640.6
7923,26.49349035,91.72137514,2015-09-01,rain,landslide,1,0.2,2.0,3.5,35.5,51.2,103.1,166.9
731,26.138,94.25,2008-08-19,downpour,mudslide,1,2.0,3.5,4.1,4.8,25.1,46.2,88.2
2067,27.21782272,89.51924545,2010-07-13,downpour,complex,1,1.8,1.8,2.1,5.0,58.2,243.8,335.3
760,25.67,94.1066,2008-08-29,downpour,complex,1,0.0,2.3,3.4,6.3,7.8,16.5,188.4
10005,26.10973183,91.80317334,2017-07-06,continuous_rain,landslide,1,0.0,1.6,3.2,15.0,36.6,257.3,463.7
3632,27.0638,88.4659,2011-06-20,rain,landslide,1,0.0,0.0,0.0,0.9,7.2,67.9,109.1
2182,24.9356,93.8443,2010-07-31,rain,landslide,1,0.3,0.3,0.5,2.3,5.2,47.7,67.6
6963,23.7131,92.7362,2015-06-19,rain,landslide,1,0.0,0.4,2.3,3.8,5.5,18.7,51.6
1954,24.7543,93.5039,2010-06-07,rain,landslide,1,0.0,0.0,1.0,1.8,1.8,23.1,47.1
5336,26.3897,94.9439,2013-08-16,rain,landslide,1,2.1,4.3,6.3,10.3,14.6,32.1,84.6
9365,25.6219,96.2887,2016-04-02,unknown,landslide,1,0.6,0.7,1.1,1.1,2.8,5.5,11.0
7590,25.1416,92.3807,2015-08-19,rain,landslide,1,3.4,10.0,16.7,27.8,57.0,120.7,187.4
7134,24.5582,88.1825,2015-04-19,dam_embankment_collapse,mudslide,1,0.0,0.0,0.0,0.0,0.0,6.2,18.4
1222,23.73478778,92.72124394,2009-10-05,downpour,landslide,1,1.7,4.2,6.8,16.4,19.0,62.2,73.2
8222,26.1961,91.7825,2016-06-22,downpour,mudslide,1,0.4,3.6,5.3,7.3,8.6,23.4,144.8
7706,25.0728,92.3636,2015-08-19,rain,landslide,1,4.4,13.9,21.4,36.4,66.2,158.7,260.9
9215,27.1758,88.5294,2016-01-14,unknown,rock_fall,1,0.0,0.0,0.0,0.0,0.0,1.5,11.4
9620,27.172,88.5292,2016-10-15,downpour,landslide,1,0.0,0.0,0.0,0.0,4.0,156.8,241.8
8224,23.7313,92.7187,2015-09-14,downpour,landslide,1,0.4,1.6,4.9,15.0,15.3,30.5,46.1
614,26.89,88.28,2008-06-29,unknown,landslide,1,0.7,2.2,2.6,6.0,12.9,56.2,94.7
1100,26.8928,89.4497,2009-08-18,downpour,landslide,1,2.4,5.8,7.7,12.0,17.8,322.8,603.0
242,26.8833,88.2833,2007-09-07,rain,landslide,1,7.3,17.7,37.7,74.9,88.0,237.0,303.3
3898,22.2009,92.2168,2011-08-08,rain,landslide,1,0.8,0.9,0.9,5.7,11.9,40.1,74.2
4241,25.1604,93.6795,2012-03-04,unknown,landslide,1,0.0,0.0,0.0,0.3,0.7,10.2,23.3
755,27.337,88.609,2008-08-28,downpour,landslide,1,4.1,12.4,25.0,38.3,67.1,181.0,330.4
1756,27.322,88.6087,2010-04-17,downpour,landslide,1,0.0,0.0,0.0,0.7,1.9,4.1,32.4
1930,28.4298,95.8776,2010-05-31,downpour,landslide,1,0.6,0.9,1.4,3.0,3.7,13.2,51.9
9334,24.5204,92.7264,2016-05-18,continuous_rain,landslide,1,1.9,5.9,10.4,17.4,34.2,48.4,93.7
8237,27.0136,92.6351,2016-07-01,downpour,landslide,1,1.7,4.3,8.0,13.9,22.0,63.3,88.4
4385,27.7167,88.5577,2012-06-03,downpour,landslide,1,0.6,1.7,3.2,4.6,12.4,37.3,98.2
585,27.0998,93.6287,2008-06-14,rain,landslide,1,1.2,2.7,5.1,7.5,16.9,44.6,86.3
4859,26.1771,91.7599,2013-05-11,rain,landslide,1,4.5,4.6,4.6,4.6,20.8,36.9,67.2
3916,25.7713,93.8067,2011-08-13,downpour,mudslide,1,1.9,3.7,8.0,11.5,28.5,57.9,237.5
9428,27.5523,91.752,2016-04-22,continuous_rain,landslide,1,1.0,4.2,9.9,20.6,30.5,77.4,104.4
4436,26.9986,95.4993,2012-06-25,downpour,landslide,1,2.3,11.0,18.4,24.7,42.8,97.5,219.9
7034,27.0875,88.6556,2015-06-30,downpour,landslide,1,0.4,5.7,9.8,19.1,30.0,140.7,208.1
7298,22.3513,91.8295,2015-07-27,continuous_rain,landslide,1,3.2,7.8,12.6,45.0,105.0,313.3,372.8
5250,27.8837,93.0515,2013-08-01,rain,mudslide,1,0.7,0.8,2.6,5.4,7.9,22.0,137.7
3805,27.05374234,88.42572376,2011-07-19,rain,landslide,1,3.3,4.9,7.3,10.3,10.7,125.6,253.1
3738,24.8063,93.9482,2011-07-06,downpour,landslide,1,0.1,0.2,1.2,3.6,8.7,19.4,50.4
2426,22.7176,92.8416,2010-09-13,downpour,landslide,1,0.3,1.3,1.8,6.5,10.8,33.5,60.0
7266,25.5098,93.8794,2015-07-22,continuous_rain,landslide,1,1.1,2.0,3.2,10.9,31.4,81.4,179.3
1084,27.7,92.8,2009-08-12,downpour,landslide,1,5.9,19.1,32.9,40.5,60.6,143.1,244.5
6930,25.6115,96.2907,2015-03-30,mining,landslide,1,0.0,0.0,0.0,0.0,0.1,5.5,17.5
253,23.8917,90.9733,2007-09-10,rain,mudslide,1,0.0,0.1,0.1,2.6,22.3,87.3,135.6
5969,25.8509,97.4381,2014-03-20,construction,landslide,1,0.0,0.0,0.0,1.2,1.2,1.2,1.2
1129,24.8628,94.4182,2009-08-30,downpour,landslide,1,1.4,2.0,3.4,5.1,5.1,20.3,51.9
2166,24.9786,93.5027,2010-07-29,downpour,landslide,1,1.8,2.3,2.8,4.3,4.6,19.6,53.7
1051,26.026,97.3715,2009-07-04,downpour,landslide,1,1.3,3.0,3.8,6.5,18.0,65.7,299.9
213,25.2946,92.8339,2007-08-26,rain,landslide,1,4.0,12.9,24.8,37.7,44.9,69.9,94.7
4426,26.1226,91.7162,2012-06-22,downpour,landslide,1,2.5,5.3,9.0,22.5,87.7,160.9,193.4
8366,25.583,91.893,2015-09-23,downpour,landslide,1,1.2,4.6,10.1,31.4,67.0,156.4,211.9
1934,24.6005,92.3814,2010-06-03,downpour,landslide,1,0.3,0.3,1.0,2.4,7.1,27.3,165.8
9464,27.5754,91.9754,2016-08-05,downpour,landslide,1,0.2,0.6,0.7,1.9,2.6,10.3,48.1
7655,27.5799,91.8569,2016-04-22,continuous_rain,landslide,1,1.0,3.7,8.0,19.0,29.7,57.4,80.9
3912,27.44,92.2833,2011-08-12,rain,landslide,1,0.0,0.0,0.0,1.7,3.1,21.6,158.1
5272,26.2083,94.5438,2013-08-04,monsoon,landslide,1,0.0,0.0,0.0,3.1,3.8,27.3,67.3
580,24.6596,93.9784,2008-06-09,monsoon,landslide,1,0.4,0.7,1.7,10.1,14.6,39.6,43.4
5575,25.8266,94.1497,2013-10-05,continuous_rain,mudslide,1,0.3,1.1,3.5,9.2,26.4,42.4,61.6
8996,26.1768,91.7702,2016-07-14,monsoon,landslide,1,0.2,0.2,0.2,6.7,10.0,46.2,133.7
1613,27.8997,93.3497,2010-04-02,downpour,mudslide,1,1.4,5.5,13.7,16.7,20.2,62.6,122.9
4857,23.7281,92.7175,2013-05-11,rain,landslide,1,0.0,0.0,0.0,0.1,5.9,25.2,78.5
7138,27.0816,88.4397,2015-07-07,continuous_rain,landslide,1,0.0,0.0,0.1,0.6,16.3,76.1,226.7
2084,25.6167,96.3167,2010-07-15,downpour,landslide,1,0.3,2.4,4.2,4.9,14.8,45.0,185.2
6945,25.16,93.686,2015-06-19,monsoon,landslide,1,0.0,0.0,0.0,4.8,5.5,13.0,68.5
1857,25.3433,92.2897,2010-05-11,downpour,landslide,1,3.0,7.0,11.2,18.0,33.3,138.8,145.7
2743,27.5798729,91.85672387,2010-11-22,unknown,landslide,1,0.0,0.0,0.0,0.4,3.3,21.1,29.8
4860,26.1016,91.6906,2013-05-11,rain,landslide,1,9.3,9.4,9.4,9.5,16.5,21.3,56.0
4845,24.2315,92.6755,2013-05-07,rain,mudslide,1,1.0,1.5,1.7,1.9,8.9,40.6,50.8
1770,26.1965,91.763,2010-04-20,downpour,landslide,1,0.4,1.4,6.0,16.6,23.5,96.2,133.3
7363,26.8843,88.1835,2015-06-30,downpour,landslide,1,3.6,8.4,10.5,12.1,15.6,54.0,94.8
7728,26.1028,91.8806,2015-08-22,continuous_rain,landslide,1,0.0,0.0,0.0,0.0,1.2,132.9,283.8
7314,23.7736,94.1201,2015-08-01,rain,landslide,1,1.4,9.1,22.4,39.9,145.0,509.2,746.5
10024,25.83762589,93.94633448,2017-06-25,continuous_rain,mudslide,1,0.4,2.8,4.4,7.7,26.0,63.8,129.0
5274,26.0838,94.564,2013-08-04,rain,landslide,1,0.0,0.0,0.0,0.7,1.3,21.3,33.5
3776,27.125,93.7145,2011-07-15,downpour,landslide,1,1.1,1.8,5.0,21.6,45.7,90.9,118.2
7836,24.042,92.6724,2015-08-27,downpour,landslide,1,0.3,0.7,0.8,4.3,10.5,22.1,72.0
4798,28.8254,96.1509,2013-04-07,rain,landslide,1,0.1,0.2,0.3,2.8,12.1,64.9,117.2
7388,24.416,94.0984,2015-08-01,continuous_rain,landslide,1,11.4,36.1,62.9,77.0,140.3,262.6,391.9
2343,25.4786,94.1327,2010-08-27,downpour,landslide,1,0.3,4.5,11.2,12.0,13.3,22.2,56.7
5421,26.4205,94.9731,2013-08-30,unknown,mudslide,1,0.0,0.1,0.2,1.9,5.0,36.6,109.6
3619,27.4885,88.4451,2011-06-17,rain,mudslide,1,1.3,8.4,22.1,40.0,53.6,84.8,113.9
7591,25.0318,92.4584,2015-03-19,rain,landslide,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
3683,25.8782,94.1739,2011-07-01,downpour,landslide,1,0.4,1.9,3.9,23.1,26.6,89.9,146.5
9619,27.1695,88.3664,2016-10-15,rain,landslide,1,0.0,0.0,0.0,2.6,39.8,155.7,273.5
5441,28.611,94.9829,2013-09-02,downpour,landslide,1,1.2,3.1,5.6,12.0,30.1,51.3,117.9
9232,23.5397,93.3783,2016-07-28,continuous_rain,landslide,1,0.0,0.0,0.0,3.0,3.1,29.2,58.3
4434,26.1049,91.7369,2012-06-25,downpour,landslide,1,0.4,2.2,6.2,33.6,36.0,172.8,379.4
1090,26.9599,88.268,2009-08-16,downpour,landslide,1,2.5,4.3,7.8,12.8,19.5,115.5,198.8
4378,28.8254,96.1517,2012-06-02,downpour,landslide,1,0.2,1.3,3.3,5.5,10.5,27.8,28.5
7214,27.36,93.0385,2015-07-15,monsoon,landslide,1,6.1,18.7,38.2,73.4,84.4,129.5,188.1
2405,28.3036,95.4112,2010-09-09,downpour,landslide,1,2.8,5.2,6.7,12.3,37.9,113.5,531.9
3556,25.1555,93.8474,2011-05-31,continuous_rain,landslide,1,2.0,5.4,19.6,69.7,130.3,165.2,193.2
5582,26.1309,91.8383,2013-10-06,downpour,landslide,1,2.3,6.5,8.9,11.7,17.1,49.0,62.5
2569,25.2745,94.0212,2010-10-08,downpour,landslide,1,0.5,1.3,2.5,8.0,19.3,41.2,58.4
2423,23.73504471,92.71060943,2010-09-13,downpour,landslide,1,0.0,0.3,0.3,2.7,4.9,17.1,41.7
3532,25.0888,92.8551,2011-05-24,downpour,complex,1,1.0,4.6,10.4,16.2,32.5,138.3,221.0
2345,27.3392,88.6188,2010-08-27,downpour,landslide,1,0.9,2.0,5.2,9.7,20.6,63.6,388.2
7956,26.048,91.8695,2015-09-05,unknown,landslide,1,0.0,0.0,0.0,2.6,35.8,151.9,502.1
6970,25.5084,90.2191,2015-06-16,downpour,rock_fall,1,0.6,1.9,3.4,7.0,21.7,66.7,298.0
2425,23.3439,93.0748,2010-09-13,downpour,landslide,1,0.3,1.5,1.7,4.6,7.7,25.3,45.3
5312,26.7103,94.693,2013-08-11,downpour,landslide,1,0.9,2.9,4.5,11.4,26.4,50.8,105.7
2568,24.7679,93.4108,2010-10-08,downpour,landslide,1,1.0,2.4,4.2,8.3,17.4,49.4,60.5
1929,27.3543,88.6428,2010-05-31,downpour,landslide,1,0.0,0.0,0.0,2.6,3.5,15.8,62.7
7409,25.72,94.6219,2015-08-02,continuous_rain,landslide,1,0.0,0.0,0.0,0.8,9.0,52.7,61.8
9219,26.0101,94.5282,2016-07-26,downpour,landslide,1,0.2,0.2,0.5,1.4,1.5,80.4,112.2
9027,25.6566,96.3495,2016-07-12,mining,landslide,1,0.5,1.7,2.4,3.3,8.9,32.1,71.1
274,27.0875,88.4572,2007-09-20,rain,landslide,1,0.0,0.0,0.0,0.0,0.0,6.1,36.9
2579,25.682,94.1076,2010-10-09,downpour,landslide,1,1.3,5.6,10.0,17.7,27.2,65.8,84.5
1225,27.0524,90.4997,2009-10-06,downpour,landslide,1,0.0,0.0,0.4,3.0,8.1,19.8,20.2
8223,23.7348,92.7187,2015-09-14,downpour,landslide,1,0.4,1.9,3.9,6.8,16.8,32.0,47.6
