event_id,latitude,longitude,event_date,soil_moisture_0_7cm,soil_moisture_7_28cm,landslide_occurrence
5312,26.7103,94.693,2013-08-11,0.514,0.51,1
2568,24.7679,93.4108,2010-10-08,0.43,0.428,1
1929,27.3543,88.6428,2010-05-31,0.383,0.382,1
7409,25.72,94.6219,2015-08-02,0.486,0.488,1
9219,26.0101,94.5282,2016-07-26,0.487,0.487,1
9027,25.6566,96.3495,2016-07-12,0.5,0.51,1
274,27.0875,88.4572,2007-09-20,0.371,0.388,1
2579,25.682,94.1076,2010-10-09,0.517,0.516,1
1225,27.0524,90.4997,2009-10-06,0.381,0.367,1
8223,23.7348,92.7187,2015-09-14,0.424,0.417,1
6753,22.202,92.2217,2015-02-08,0.168,0.22,1
2110,26.8599,89.3943,2010-07-21,0.435,0.441,1
6982,24.9016,91.8771,2015-06-11,0.49,0.479,1
720,22.9,96.48,2008-08-16,0.496,0.498,1
7336,25.2193,90.5549,2015-08-19,0.482,0.49,1
9252,27.5748,91.8644,2016-07-28,0.418,0.418,1
254,27.0971,90.4032,2007-09-10,0.432,0.43,1
582,22.9231,96.5016,2008-06-11,0.507,0.501,1
7038,26.8781,88.2807,2015-07-01,0.423,0.423,1
5300,25.318,94.0441,2013-08-09,0.437,0.443,1
5218,22.3521,91.8151,2013-07-28,0.283,0.284,1
7665,24.7016,93.5291,2015-08-11,0.419,0.425,1
133,23.9304,88.2374,2007-07-21,0.437,0.439,1
1994,25.0633,92.8025,2010-06-16,0.514,0.508,1
3760,25.6703,94.1095,2011-07-11,0.471,0.472,1
1980,22.0,92.3333,2010-06-15,0.43,0.43,1
9587,26.8692,88.4695,2016-10-12,0.425,0.426,1
1104,26.8042,88.125,2009-08-19,0.426,0.426,1
7223,22.3507,91.8147,2015-07-19,0.283,0.283,1
7139,26.8826,88.2806,2015-07-07,0.4,0.405,1
2116,27.0674,89.5615,2010-07-22,0.433,0.435,1
692,25.705,94.04,2008-08-07,0.505,0.478,1
3633,26.3186,94.5121,2011-06-20,0.494,0.5,1
7374,25.1122,94.3591,2015-08-01,0.447,0.455,1
4446,28.9986,94.8885,2012-07-05,0.429,0.427,1
2341,27.2319,88.497,2010-08-26,0.425,0.417,1
2098,26.7215,95.0283,2010-07-19,0.496,0.516,1
7718,22.1909,92.2135,2015-08-21,0.429,0.428,1
269,27.2872,88.2816,2007-09-18,0.4,0.411,1
2205,23.7365,92.7146,2010-08-06,0.418,0.425,1
4610,23.7705,92.5217,2012-11-11,0.372,0.379,1
2109,27.0502,89.9442,2010-07-21,0.433,0.433,1
5275,26.1498,94.6055,2013-08-04,0.499,0.497,1
9138,26.9015,88.4719,2016-07-21,0.433,0.437,1
1260,27.3144,89.545,2009-10-15,0.373,0.382,1
1031,26.8836,88.2791,2009-05-26,0.429,0.393,1
8708,22.1334,96.4669,2015-10-13,0.502,0.512,1
2247,26.148,94.8422,2010-08-14,0.499,0.506,1
727,22.3421,91.8242,2008-08-18,0.282,0.282,1
6964,27.0087,88.443,2015-06-17,0.425,0.418,1
683,24.896,91.9022,2008-08-01,0.485,0.481,1
3927,25.5144,90.2167,2011-08-16,0.493,0.504,1
678,25.606,96.275,2008-07-30,0.516,0.511,1
259,25.52,91.27,2007-09-11,0.501,0.506,1
6112,26.1964,91.7652,2014-06-28,0.5,0.498,1
7359,22.3605,91.8236,2015-09-27,0.255,0.261,1
574,26.7969,89.591,2008-06-07,0.401,0.398,1
7222,22.3913,91.8177,2015-07-19,0.282,0.283,1
7039,27.0678,88.456,2015-07-01,0.432,0.431,1
231,27.06826195,88.28121204,2007-09-05,0.431,0.431,1
7390,24.4265,94.1913,2015-08-01,0.43,0.43,1
7036,26.8352,88.1881,2015-07-01,0.425,0.429,1
2420,23.72988966,92.71495623,2010-09-13,0.407,0.41,1
264,26.1833,91.8,2007-09-13,0.494,0.494,1
1106,26.8992,88.1667,2009-08-20,0.421,0.426,1
2034,26.8712,88.3052,2010-07-04,0.419,0.421,1
251,27.1667,88.35,2007-09-09,0.417,0.42,1
4347,29.4903,90.9352,2012-05-03,0.245,0.236,1
6214,25.9702,91.8587,2014-10-05,0.417,0.436,1
3944,27.7344,88.633,2011-08-25,0.419,0.421,1
4411,27.339,88.6065,2012-06-14,0.394,0.374,1
10022,26.7903,88.11,2016-08-09,0.398,0.404,1
252,25.4993,94.1192,2007-09-09,0.468,0.472,1
7384,23.9278,94.0906,2015-08-01,0.459,0.458,1
211,24.9667,93.55,2007-08-26,0.457,0.454,1
4384,25.1775,93.0123,2012-06-03,0.493,0.492,1
142,25.5212,90.232,2007-07-27,0.486,0.496,1
7033,27.0161,88.2478,2015-06-29,0.43,0.431,1
6758,24.3311,91.5642,2015-02-09,0.172,0.21,1
4383,25.3056,93.1265,2012-06-03,0.491,0.498,1
2163,25.4196,94.1054,2010-07-29,0.469,0.46,1
7375,25.1941,94.4481,2015-08-01,0.456,0.456,1
6967,27.0165,88.2476,2015-06-13,0.426,0.424,1
4861,24.9926,93.4946,2013-05-12,0.451,0.455,1
1093,26.88211522,88.3195318,2009-08-16,0.423,0.425,1
3932,25.83,94.13,2011-08-18,0.496,0.496,1
7972,23.4495,92.8112,2015-08-28,0.411,0.415,1
3831,24.7992,93.948,2011-07-22,0.436,0.437,1
5584,26.1665,91.7049,2013-10-06,0.51,0.509,1
5394,22.9167,93.6833,2013-08-23,0.406,0.408,1
7387,24.954,94.2156,2015-08-01,0.447,0.455,1
1986,26.3335,94.5512,2010-06-15,0.516,0.515,1
7002,22.2144,92.235,2015-06-26,0.43,0.429,1
2573,25.1796,93.0083,2010-10-09,0.51,0.516,1
6846,25.6183,96.2964,2015-03-08,0.255,0.279,1
313,25.7055,94.0132,2007-10-16,0.518,0.514,1
319,25.4379,94.1162,2007-10-19,0.459,0.458,1
9010,27.3034,93.804,2016-07-16,0.465,0.469,1
6331,25.9466,94.6279,2014-09-08,0.498,0.468,1
2539,28.3092,95.4149,2010-10-03,0.398,0.404,1
5485,27.6047,88.6463,2013-09-08,0.401,0.402,1
4554,26.8597,89.3903,2012-09-15,0.422,0.422,1
94,26.8096,88.526,2007-06-15,0.434,0.426,1
2043,26.7225,95.0281,2010-07-06,0.495,0.497,1
6775,26.1468,91.6469,2015-02-14,0.293,0.334,1
7910,24.3481,94.1146,2015-08-01,0.47,0.47,1
1987,25.2269,93.1658,2010-06-15,0.508,0.496,1
1776,25.3612,92.2845,2010-04-21,0.504,0.517,1
6291,25.7354,90.3852,2014-09-21,0.512,0.511,1
6786,24.6108,92.562,2015-02-19,0.253,0.261,1
6213,25.8143,90.5763,2014-09-24,0.512,0.51,1
2415,25.63961883,94.11112157,2010-09-12,0.496,0.502,1
9336,24.5308,92.5121,2016-05-18,0.46,0.465,1
7837,23.7269,92.7265,2015-08-27,0.417,0.42,1
1170,26.8342,88.2798,2009-09-18,0.405,0.404,1
4309,27.256,90.5257,2012-04-06,0.421,0.421,1
9604,27.2676,88.2891,2016-10-12,0.412,0.412,1
7267,25.3908,94.0926,2015-07-22,0.468,0.464,1
4848,24.0896,91.4663,2013-05-08,0.437,0.435,1
84,22.3555,91.8205,2007-06-11,0.281,0.275,1
9122,26.1966,91.802,2016-07-20,0.511,0.512,1
3617,26.84850975,88.26181745,2011-06-17,0.43,0.427,1
11152,25.08303063,94.23757741,2017-04-06,0.42,0.42,1
2574,25.4749,93.1477,2010-10-09,0.508,0.516,1
2263,26.2753,94.6654,2010-08-17,0.5,0.496,1
6282,26.1097,91.7747,2014-09-22,0.497,0.505,1
620,27.0771,88.482,2008-06-30,0.415,0.42,1
6289,26.1001,91.6849,2014-09-22,0.497,0.505,1
9087,28.235,94.9612,2016-07-19,0.43,0.428,1
2279,26.9722,88.4481,2010-08-19,0.434,0.436,1
130,26.1699,91.7986,2007-07-19,0.513,0.498,1
1030,27.04357147,88.26522126,2009-05-26,0.431,0.43,1
11167,27.11610665,93.79559574,2017-07-09,0.504,0.501,1
10983,25.178619,92.012806,2017-03-16,0.432,0.45,1
10980,25.181453,93.118105,2017-04-04,0.505,0.493,1
10964,24.506937,91.588893,2016-11-01,0.333,0.33,1
10988,25.82601444,91.87113067,2017-07-09,0.501,0.512,1
11182,27.02099026,89.90712175,2017-07-08,0.427,0.434,1
10955,22.97758595,91.80439129,2017-06-18,0.465,0.476,1
11176,28.10756941,94.18315697,2017-06-20,0.425,0.429,1
11150,24.79591421,93.72386429,2017-03-30,0.438,0.391,1
11179,27.02856666,89.57220662,2017-07-08,0.431,0.434,1
10957,22.90813548,92.47207294,2017-06-09,0.411,0.391,1
10974,26.16066111,91.85294885,2017-04-05,0.472,0.476,1
11175,27.82743132,93.62407259,2017-05-03,0.408,0.413,1
10985,25.43807422,91.79904872,2017-06-17,0.498,0.509,1
10989,25.51826286,91.9630294,2017-02-15,0.361,0.324,1
11180,27.51353298,89.79033898,2017-07-08,0.434,0.423,1
10962,23.65637182,93.02746602,2017-06-17,0.43,0.428,1
10982,25.092576,91.763689,2017-03-06,0.41,0.368,1
11164,27.1071241,93.65156438,2017-07-09,0.504,0.501,1
10977,25.481623,93.141692,2017-04-04,0.493,0.479,1
11153,24.83507319,93.89896294,2017-07-09,0.431,0.437,1
11168,27.21668161,93.63051815,2017-07-11,0.466,0.467,1
11172,27.0844941,93.60505989,2017-07-09,0.516,0.515,1
10967,24.37169581,93.70684171,2017-07-10,0.494,0.493,1
10987,25.67836832,91.9234343,2017-06-17,0.494,0.491,1
10984,25.167803,92.019575,2017-03-08,0.427,0.411,1
10966,24.70412149,92.23034662,2017-06-18,0.478,0.476,1
10979,25.195355,93.172758,2017-04-04,0.5,0.495,1
10963,23.33501164,92.85410625,2017-06-12,0.43,0.429,1
10981,25.08734272,91.75063827,2017-01-23,0.231,0.275,1
10968,24.27173018,93.28039349,2017-07-09,0.419,0.416,1
11177,27.583849,91.876945,2017-07-11,0.428,0.428,1
11183,27.360364,88.651914,2017-07-10,0.434,0.435,1
11158,25.69111465,94.09483333,2017-07-12,0.512,0.504,1
10969,23.32140323,93.75079688,2017-03-19,0.24,0.263,1
11170,27.14163897,93.66495709,2017-07-09,0.473,0.473,1
11169,27.05957271,93.50102778,2017-07-09,0.516,0.516,1
10958,22.64753,92.15455,2017-03-16,0.317,0.34,1
11171,27.104022,93.61156568,2017-04-26,0.502,0.5,1
10976,25.118398,92.853913,2017-04-04,0.504,0.508,1
10970,25.61953667,96.3086022,2017-02-09,0.322,0.366,1
10978,25.132228,93.04681,2017-04-04,0.505,0.493,1
11165,27.092916,93.61882043,2017-07-09,0.516,0.515,1
11159,25.6320357,94.10065403,2017-07-09,0.501,0.498,1
10959,23.438189,91.125374,2017-03-16,0.375,0.401,1
11178,26.96437841,92.78260587,2017-06-18,0.471,0.467,1
11163,26.95223279,93.85748748,2017-07-10,0.502,0.498,1
10961,24.0135808,92.67420963,2017-04-25,0.392,0.387,1
11156,25.73318099,93.99655231,2017-05-16,0.508,0.506,1
10864,25.64319355,89.45570226,2017-02-07,0.178,0.225,1
11161,26.66354481,94.62220277,2017-06-24,0.494,0.499,1
10956,22.84756674,91.95656252,2017-06-18,0.427,0.426,1
11155,25.72019272,94.03225673,2017-07-08,0.491,0.5,1
11154,25.77171292,93.93507183,2017-04-07,0.484,0.487,1
10965,24.33197035,91.8008536,2017-06-19,0.418,0.422,1
10986,25.82860033,91.876717,2017-07-06,0.487,0.49,1
11166,27.07671517,93.59755441,2017-07-09,0.516,0.515,1
11181,27.04040393,89.90633458,2017-07-08,0.427,0.434,1
10960,23.725943,92.7178,2016-09-17,0.426,0.427,1
11157,25.73111942,93.98827528,2017-07-09,0.501,0.498,1
11160,26.2632687,94.81481951,2017-07-10,0.516,0.515,1
10865,27.16009861,91.6036289,2017-07-08,0.427,0.428,1
11174,27.6802471,93.62592773,2017-04-22,0.412,0.412,1
11151,25.06466676,94.27420555,2017-07-08,0.44,0.447,1
11149,24.82767572,93.51825,2017-07-09,0.423,0.424,1
11173,27.61790706,93.84196894,2017-04-22,0.427,0.424,1
10975,25.61919207,92.7094701,2017-04-29,0.448,0.455,1
11162,26.56636244,93.13195098,2017-07-09,0.515,0.506,1
10973,26.181606,91.772042,2016-12-15,0.294,0.328,1
